Pressure,Temperature,Catalyst,Time,FlowRate,StirringSpeed,pH,Humidity,FeedConcentration,ReactorVolume,CoolingRate,Voltage,Current,Impurity,OperatorExperience,Yield
4.67,116.9,3.69,18.3,48.5,155.0,9.08,79.6,0.86,2.3,3.21,152.0,8.85,2.14,4.6,79.52
6.95,93.0,4.32,29.2,42.5,269.0,5.02,52.1,1.37,8.47,4.37,112.9,10.01,3.22,4.6,95.0
4.33,117.8,4.5,48.2,41.3,202.0,8.04,36.5,0.89,6.77,8.96,123.5,15.78,2.98,9.6,94.76
6.41,129.6,3.82,24.3,36.6,659.0,6.04,46.4,1.38,8.25,8.97,140.1,1.18,0.38,8.0,79.44
4.98,118.7,3.75,56.1,44.5,268.0,9.16,72.5,1.74,6.42,7.44,127.2,2.61,3.07,9.8,95.0
5.56,103.3,1.23,55.7,27.2,461.0,7.52,34.3,0.5,4.5,5.23,203.6,10.39,2.19,5.6,95.0
5.15,123.4,1.44,37.6,23.9,629.0,5.36,23.8,1.79,5.76,2.39,158.6,12.04,2.0,6.4,67.27
5.42,108.1,4.25,41.6,52.5,574.0,4.08,69.1,1.17,5.81,6.37,198.1,2.16,1.49,7.2,95.0
6.88,117.2,1.93,42.7,47.3,243.0,5.27,51.8,1.42,2.61,4.46,117.1,11.43,3.75,4.6,92.69
5.19,114.4,2.42,22.9,30.4,154.0,6.19,73.8,0.89,6.75,3.87,151.8,8.36,1.37,4.3,80.51
6.27,109.1,1.58,28.3,26.4,738.0,8.25,61.1,2.0,2.57,8.46,188.2,10.96,0.63,1.2,95.0
5.9,125.9,1.78,16.8,28.6,535.0,5.3,22.1,1.42,5.87,4.75,122.1,3.29,4.72,4.3,56.91
6.65,134.2,4.1,56.2,38.9,595.0,5.57,67.2,1.96,7.05,5.58,175.8,17.0,0.72,3.0,78.41
7.75,90.3,2.05,46.2,47.1,370.0,6.61,31.4,1.66,8.3,4.75,116.0,5.93,0.5,4.5,95.0
6.93,136.7,2.8,12.3,31.6,269.0,4.26,27.6,1.81,5.89,7.33,134.6,5.06,3.86,4.3,40.0
4.86,115.6,1.61,37.5,65.3,471.0,8.61,53.7,0.89,6.53,2.94,197.4,19.24,1.28,3.4,78.95
4.12,125.0,3.71,27.2,31.6,155.0,4.47,46.4,1.47,7.55,6.93,112.5,5.31,1.67,8.6,64.54
5.05,132.8,3.91,50.8,27.4,660.0,8.42,38.1,1.03,4.27,5.66,124.6,18.87,4.84,9.6,61.32
6.38,113.4,2.45,27.2,79.7,558.0,5.61,55.3,1.73,1.42,7.87,218.2,5.84,1.94,5.8,95.0
4.21,131.7,4.14,42.2,46.9,633.0,6.76,64.6,1.96,3.66,5.69,232.0,11.36,1.23,9.0,64.73
5.99,98.9,1.96,18.3,30.2,498.0,6.46,49.6,0.82,2.07,4.3,239.7,15.23,1.22,8.3,91.8
6.39,98.0,3.77,37.9,73.7,505.0,5.52,67.3,1.6,7.84,2.03,208.5,5.35,1.79,9.4,95.0
5.34,122.9,3.92,24.7,33.9,520.0,5.53,45.1,1.62,8.33,5.64,184.9,13.09,4.06,9.3,83.22
7.08,133.5,4.87,18.2,75.5,649.0,9.69,49.9,1.03,9.72,3.81,153.4,19.89,1.45,1.5,80.01
4.43,134.6,1.93,41.0,27.1,258.0,5.83,52.7,0.71,6.41,9.09,183.2,15.99,4.73,3.1,40.0
4.3,122.2,1.37,41.9,70.5,577.0,5.1,38.9,0.98,5.29,3.24,131.2,17.63,2.03,6.1,62.97
6.91,116.3,2.05,59.2,31.1,487.0,5.5,41.8,0.75,9.47,8.19,179.8,7.64,0.97,7.3,95.0
5.98,106.6,1.49,43.5,76.3,447.0,8.17,50.7,1.83,9.28,5.18,126.8,15.82,0.81,8.8,95.0
6.75,139.0,1.68,35.8,54.5,479.0,5.85,73.0,1.74,6.78,1.12,132.8,17.68,2.31,1.5,40.0
5.74,106.0,2.34,55.6,31.4,291.0,5.03,53.0,1.65,7.96,3.41,214.5,2.48,4.55,1.7,95.0
4.99,127.2,2.66,51.4,70.7,126.0,6.49,26.5,1.64,2.79,9.25,153.6,10.56,2.42,2.6,69.45
7.28,116.6,4.61,37.4,43.4,631.0,4.71,63.9,1.1,5.63,3.78,138.6,19.67,1.28,8.6,95.0
7.2,120.4,1.78,35.6,64.0,741.0,6.39,51.0,1.86,4.07,6.28,222.2,14.52,3.12,3.8,95.0
6.78,109.7,4.89,57.1,58.6,437.0,9.17,44.0,1.72,8.41,6.22,223.0,2.52,0.28,1.7,95.0
5.09,138.2,4.24,40.9,62.9,687.0,6.24,61.5,1.86,9.01,6.94,140.4,15.46,3.39,8.2,47.19
6.36,118.6,4.53,45.7,40.6,489.0,7.08,30.0,1.25,4.61,9.55,105.3,2.22,3.88,2.7,95.0
5.44,136.9,4.72,14.3,76.3,751.0,8.73,67.1,0.93,5.31,7.66,130.3,6.42,1.16,2.1,51.12
4.37,90.4,4.01,45.9,53.6,456.0,7.1,63.0,1.47,3.08,6.05,131.7,10.27,1.09,4.1,92.99
7.67,118.6,4.16,23.2,24.7,243.0,4.28,31.1,1.52,8.9,9.22,168.6,5.95,4.51,7.5,95.0
4.55,125.9,2.75,15.8,24.0,709.0,5.29,70.8,1.56,2.25,7.97,166.7,1.53,2.27,2.5,58.57
7.8,127.3,3.04,52.5,64.3,660.0,9.37,31.6,1.08,9.25,3.29,160.9,9.35,0.75,5.4,95.0
5.78,135.2,4.73,44.6,71.0,379.0,8.81,60.6,1.27,6.55,3.12,110.0,15.09,0.21,4.2,68.52
4.74,90.2,2.51,30.4,61.7,689.0,8.56,42.1,0.67,3.21,8.65,194.3,7.18,3.99,1.1,76.0
6.17,90.0,1.17,31.6,36.6,106.0,7.28,65.3,1.4,4.84,2.11,117.9,12.16,0.46,4.0,75.04
7.49,113.6,4.05,19.9,33.6,660.0,6.12,23.5,1.2,1.91,2.64,204.8,6.71,2.27,5.4,95.0
6.93,91.5,3.29,10.5,53.9,582.0,8.17,35.0,0.79,6.35,7.31,123.0,2.25,1.39,2.8,95.0
7.23,138.7,4.26,27.5,31.8,366.0,7.98,48.2,1.24,8.26,2.65,181.9,19.12,4.25,3.0,46.38
6.64,101.1,1.3,17.4,42.7,654.0,7.86,62.9,1.02,6.87,8.72,217.7,10.8,2.64,1.9,91.48
6.77,113.6,3.48,31.1,57.7,189.0,7.02,56.9,1.48,2.49,2.78,127.9,19.44,3.75,3.6,95.0
7.4,93.1,1.99,51.7,37.1,242.0,5.56,77.2,1.71,5.97,3.45,206.0,19.76,3.68,6.6,95.0
5.0,116.1,4.61,15.7,42.5,474.0,6.61,53.5,1.11,8.45,5.72,135.6,14.8,2.74,7.5,95.0
5.96,109.0,1.44,14.6,41.6,717.0,7.07,38.1,1.75,8.75,6.45,192.5,3.09,2.06,9.4,87.56
4.88,92.2,4.37,55.1,47.6,191.0,5.3,46.0,0.76,7.71,6.02,230.8,12.33,3.73,8.7,95.0
7.95,106.8,1.35,47.3,60.5,495.0,5.38,24.5,1.45,4.29,5.21,143.0,18.26,4.0,2.0,95.0
7.78,109.6,1.1,12.7,66.9,627.0,8.75,27.0,1.14,9.82,1.65,215.3,15.94,4.22,7.7,95.0
4.16,139.5,1.94,14.0,59.9,620.0,5.92,51.1,1.06,8.35,6.3,118.3,17.86,4.03,5.8,40.0
6.82,100.4,2.33,44.2,21.6,540.0,9.84,78.5,0.84,8.57,7.82,197.9,1.66,4.13,5.9,95.0
7.7,117.2,3.51,28.5,73.8,759.0,6.62,34.7,0.86,8.65,5.21,132.5,16.0,4.14,3.8,95.0
4.72,139.4,1.53,46.2,54.9,437.0,7.65,66.6,1.19,7.59,3.58,143.2,12.88,4.29,5.2,40.0
6.27,129.6,2.75,30.2,75.2,716.0,7.02,42.0,1.76,5.54,2.22,143.9,19.65,2.01,7.5,72.58
7.66,139.7,1.82,58.4,77.8,534.0,6.96,21.9,1.33,5.01,3.95,200.0,11.49,3.36,7.9,47.01
4.14,138.4,4.42,44.7,48.1,616.0,9.34,29.8,1.36,7.85,9.3,192.6,8.59,4.91,5.1,40.0
6.79,114.5,1.18,12.3,75.0,425.0,4.56,57.3,1.57,5.37,4.32,123.0,15.29,0.15,7.3,86.05
5.19,124.8,2.42,26.5,41.9,217.0,6.07,33.7,0.94,9.1,7.62,218.1,6.3,2.75,7.4,62.93
7.7,95.5,3.53,38.2,35.6,176.0,5.72,71.1,1.07,3.05,3.67,143.1,18.61,0.18,9.2,95.0
7.88,112.1,4.65,17.1,24.4,578.0,5.96,42.0,1.77,8.02,2.09,142.4,8.79,2.87,4.8,95.0
7.78,130.5,4.47,10.1,47.1,364.0,9.48,33.5,0.58,3.15,8.9,125.0,6.71,4.35,3.1,81.4
5.9,115.3,4.58,14.0,61.3,497.0,4.42,66.7,1.27,5.22,2.88,125.1,14.94,3.91,4.1,95.0
7.45,125.1,1.25,36.2,78.6,622.0,5.7,29.5,1.3,1.77,1.73,172.9,18.31,3.69,4.8,78.35
7.38,127.3,4.36,41.6,51.3,651.0,8.43,77.2,1.33,5.47,4.45,152.2,3.34,0.83,2.8,95.0
5.28,102.7,4.12,14.6,64.1,457.0,5.43,34.3,1.64,5.75,8.67,157.8,6.55,2.75,2.1,95.0
7.32,133.8,4.61,43.3,73.8,320.0,9.0,68.9,1.18,2.62,1.86,154.7,1.94,1.9,9.2,88.07
4.15,113.0,2.25,40.9,52.6,643.0,5.98,51.0,1.77,3.92,2.45,195.9,9.14,1.28,3.6,86.17
6.39,100.5,4.65,57.0,30.0,391.0,4.68,64.3,1.01,2.91,7.46,111.6,2.69,4.35,9.4,95.0
4.92,133.3,2.61,52.0,70.9,756.0,7.12,28.3,1.01,4.87,4.13,142.8,15.96,2.19,7.4,54.4
4.48,110.9,3.54,57.2,54.5,677.0,7.07,32.5,1.95,6.74,6.1,234.3,2.8,0.67,3.7,95.0
4.31,127.5,2.7,58.3,65.5,623.0,4.23,31.9,0.99,2.28,4.34,167.4,14.18,3.88,3.8,67.38
6.79,117.4,2.71,32.0,59.5,269.0,8.31,28.1,0.79,4.55,9.77,118.3,14.5,0.79,3.6,95.0
5.36,109.1,3.19,34.4,23.7,354.0,4.85,35.9,1.33,5.92,8.75,170.2,7.48,2.65,5.0,95.0
6.9,130.5,2.42,24.1,30.1,694.0,5.28,70.4,1.93,8.18,7.95,217.3,13.73,3.22,1.5,64.37
4.26,119.2,4.17,35.4,37.2,116.0,7.37,64.9,1.67,6.6,7.02,150.5,7.13,4.33,2.0,81.99
5.26,109.5,3.53,17.5,37.1,647.0,9.34,38.4,1.15,8.41,5.52,175.9,5.18,2.6,1.2,95.0
6.16,95.5,3.76,43.6,70.4,383.0,4.12,41.9,1.26,1.63,4.66,228.0,6.61,0.23,1.7,95.0
7.16,134.8,1.92,11.2,55.9,660.0,8.94,64.1,2.0,2.68,1.05,177.8,16.62,3.33,4.8,46.5
5.28,91.8,4.88,21.8,25.0,487.0,8.52,69.4,1.58,9.33,7.14,192.1,19.08,1.63,1.5,95.0
6.5,133.2,3.64,20.4,43.2,469.0,4.97,45.4,0.65,6.96,6.08,103.0,7.18,1.6,4.7,59.24
7.54,108.0,1.79,56.9,53.4,591.0,6.24,64.4,1.41,4.71,1.88,212.6,10.0,0.77,8.7,95.0
6.46,122.0,4.0,17.2,35.1,664.0,9.44,54.1,1.91,4.26,7.25,216.3,7.01,2.03,4.6,95.0
4.93,136.1,1.69,54.5,22.4,585.0,4.88,79.5,0.79,7.73,5.76,183.5,5.14,3.03,3.1,40.0
4.1,97.6,1.25,16.2,42.8,416.0,4.67,61.4,1.66,8.98,4.03,112.8,2.88,0.02,4.1,69.33
7.48,118.3,3.11,42.5,47.7,325.0,8.41,64.3,1.12,5.8,3.06,236.4,7.64,2.82,5.9,95.0
4.09,128.2,3.21,26.0,74.3,692.0,6.83,70.6,0.72,2.19,6.75,195.8,12.0,4.75,1.5,55.64
7.5,127.9,1.76,25.8,74.5,465.0,5.7,28.6,1.76,8.81,2.75,162.1,11.15,3.81,5.1,70.84
6.12,116.3,2.39,59.9,50.0,648.0,5.03,42.0,1.46,4.63,5.58,222.6,3.21,1.81,6.2,95.0
7.76,121.2,4.78,21.3,48.3,797.0,8.33,49.5,0.52,9.03,7.63,157.1,15.76,4.4,8.4,95.0
7.2,127.9,2.14,20.1,58.4,551.0,6.64,29.2,1.75,7.92,8.13,189.9,12.84,3.43,6.9,70.6
7.99,132.1,1.62,39.5,35.5,295.0,5.44,41.7,1.3,3.93,4.79,131.4,8.12,0.98,4.4,60.82
5.4,128.1,4.97,47.0,37.1,706.0,9.66,61.1,1.44,2.0,4.62,225.0,16.97,4.05,8.4,89.74
7.07,107.7,2.21,59.1,20.2,292.0,7.37,35.0,1.34,5.59,5.77,174.1,10.68,3.59,1.9,95.0
5.61,139.8,3.72,45.1,24.7,282.0,6.12,48.9,1.09,1.73,4.01,133.1,4.95,2.41,3.3,40.0
5.92,111.7,1.93,38.1,30.7,152.0,8.32,28.2,0.7,8.45,8.79,112.0,18.5,0.37,6.0,91.23
6.51,91.2,3.2,30.5,58.4,155.0,6.98,26.8,1.58,1.51,6.94,225.8,9.97,0.64,9.2,95.0
7.49,108.1,2.55,39.8,32.8,704.0,4.06,42.0,1.53,9.48,4.29,127.6,7.98,3.01,4.9,95.0
7.94,96.4,4.85,40.0,27.4,262.0,9.04,63.6,1.79,5.47,2.57,238.6,17.21,1.48,8.7,95.0
7.07,96.1,2.73,20.9,57.0,176.0,4.4,51.6,1.42,5.35,9.79,120.0,14.93,2.98,3.3,95.0
5.67,104.1,3.34,43.6,59.1,347.0,9.94,57.7,0.57,8.58,9.65,164.5,6.35,0.48,4.7,95.0
5.69,92.7,4.78,20.2,23.6,599.0,6.1,44.2,1.12,5.92,3.09,174.2,5.14,3.73,5.0,95.0
6.95,124.4,4.96,34.5,66.4,338.0,7.15,55.2,0.66,4.8,3.48,134.5,6.29,4.75,6.2,95.0
4.96,93.7,1.41,23.0,56.4,316.0,10.0,49.0,1.4,2.84,3.58,239.1,7.13,2.22,8.2,74.2
4.44,100.2,4.34,25.6,43.8,442.0,5.62,43.8,0.8,7.57,4.09,180.8,7.14,4.72,9.4,95.0
5.42,94.6,2.53,40.7,79.0,115.0,6.78,21.4,1.92,5.5,3.84,180.0,10.56,1.92,4.8,95.0
5.15,93.2,3.38,13.2,20.6,444.0,8.53,70.7,0.73,5.55,1.1,222.3,12.5,2.61,5.0,82.41
5.19,103.4,2.5,10.6,52.7,793.0,6.8,77.1,1.75,3.29,7.96,181.4,5.87,4.74,1.9,90.71
4.93,118.6,2.6,16.5,29.6,660.0,6.0,51.8,1.41,2.29,6.15,166.8,9.31,2.67,7.4,77.35
4.17,138.2,1.64,18.4,39.8,149.0,4.72,46.8,0.96,3.85,1.72,166.7,13.93,1.95,4.8,40.0
4.07,133.8,3.29,19.9,28.0,558.0,7.08,65.9,1.69,8.25,9.75,200.0,9.58,0.91,6.9,40.0
7.95,133.8,3.19,48.7,60.1,423.0,7.31,20.8,1.95,6.64,4.01,148.9,11.8,4.82,6.4,78.07
5.71,98.8,1.76,32.3,44.1,678.0,5.4,28.3,0.72,4.17,8.73,171.5,2.08,0.79,1.1,91.97
5.54,103.2,3.17,33.5,79.2,169.0,6.0,36.7,1.76,3.66,9.46,145.3,16.28,2.88,1.4,95.0
6.72,93.8,4.89,42.2,59.2,263.0,5.79,25.0,1.72,1.03,1.14,225.1,8.66,4.73,8.8,95.0
4.87,128.9,3.86,46.5,75.0,654.0,6.56,22.8,1.64,1.28,9.66,128.8,17.1,0.05,2.5,76.99
7.8,93.5,2.92,10.2,34.4,694.0,8.79,76.3,0.91,5.32,4.35,180.6,9.21,1.04,5.3,95.0
7.15,117.8,4.66,52.8,39.1,471.0,6.0,31.1,1.66,3.31,1.9,144.9,12.26,1.65,4.2,95.0
4.36,102.4,3.3,59.4,41.8,114.0,5.63,55.6,0.62,9.43,6.1,177.4,3.33,3.78,6.0,95.0
5.67,102.2,1.54,16.1,70.3,726.0,9.04,52.3,0.66,6.01,1.36,173.0,10.65,0.65,3.8,88.81
7.52,139.5,3.19,42.6,32.7,368.0,8.87,37.2,0.96,9.12,3.72,164.8,7.11,4.04,4.7,45.31
7.78,127.8,1.72,10.1,76.8,128.0,8.76,58.9,0.89,2.83,8.52,163.2,5.84,1.73,2.5,66.04
5.87,131.8,4.07,12.5,22.6,673.0,8.46,39.5,1.21,2.11,8.13,161.7,18.33,4.21,5.5,61.69
6.45,118.6,4.87,24.3,73.4,393.0,9.33,47.5,1.35,8.5,9.74,157.6,8.28,4.68,8.8,95.0
4.67,133.6,2.44,52.3,47.1,233.0,8.28,42.8,0.95,6.48,1.26,119.9,16.75,1.75,9.6,46.71
7.96,122.3,2.74,42.6,51.6,661.0,5.02,74.6,1.54,7.38,5.97,229.9,16.69,3.29,2.8,95.0
4.93,137.3,2.69,32.3,79.8,420.0,4.2,75.8,0.51,5.97,1.94,236.8,15.58,1.63,2.3,40.0
7.77,104.1,2.14,31.9,72.2,525.0,5.09,42.4,0.84,4.22,9.19,164.8,13.97,2.08,2.6,95.0
6.6,119.8,4.18,33.3,74.2,676.0,6.19,34.8,1.03,3.6,1.34,162.2,7.86,1.78,4.8,95.0
6.43,124.5,3.47,25.6,55.1,466.0,4.32,64.2,1.09,1.86,9.3,156.4,9.97,1.62,1.8,86.81
6.05,109.6,1.26,53.9,77.4,177.0,8.54,38.9,1.05,1.72,3.72,130.6,19.49,2.39,8.4,95.0
4.92,134.0,4.36,38.4,61.3,775.0,7.85,48.9,0.52,5.05,7.01,110.7,5.06,0.04,3.4,61.32
4.71,139.0,1.75,34.2,69.2,301.0,8.31,52.6,1.91,3.63,4.99,103.3,13.44,1.37,4.9,40.0
4.88,114.7,4.92,33.3,63.3,796.0,4.57,79.2,1.65,6.21,6.46,179.0,15.18,3.41,3.1,95.0
4.75,109.5,2.51,56.8,66.9,104.0,5.97,43.0,0.51,7.38,4.76,199.2,4.12,1.26,2.7,94.25
7.12,113.6,3.47,46.2,58.3,439.0,6.76,44.6,1.03,6.89,7.44,112.9,10.43,1.16,1.2,95.0
5.4,132.6,1.31,17.2,63.6,593.0,7.62,24.1,1.16,8.95,2.59,168.4,3.67,1.46,4.9,40.0
4.23,122.3,2.38,31.8,46.2,734.0,8.82,59.8,0.83,7.61,3.84,123.8,11.07,4.87,8.8,66.95
7.88,92.2,4.21,24.4,62.4,646.0,9.86,31.5,1.87,4.55,3.11,121.8,11.96,2.6,3.1,95.0
7.54,117.1,2.91,59.3,36.6,279.0,4.49,56.8,1.59,4.25,3.78,202.9,4.14,3.76,2.5,95.0
7.71,90.9,4.62,30.8,58.1,270.0,7.85,34.5,1.8,1.54,2.52,229.1,10.53,0.72,4.9,95.0
7.98,128.9,3.3,13.4,51.4,350.0,4.81,76.7,1.61,5.96,6.52,226.9,2.44,1.43,9.1,84.99
4.7,106.4,4.71,30.6,73.9,177.0,5.8,24.8,1.03,7.11,5.05,139.7,18.24,3.85,4.2,95.0
5.58,113.6,4.93,26.1,60.4,569.0,8.63,75.8,1.21,3.86,4.59,136.2,19.95,3.46,4.5,95.0
7.03,129.9,2.82,40.0,55.8,759.0,9.96,53.0,0.59,8.62,8.76,171.1,19.48,3.64,9.0,79.69
6.78,92.3,3.26,21.3,38.8,549.0,7.16,76.2,1.13,4.25,6.4,235.6,11.9,2.19,5.1,95.0
4.62,97.9,4.34,11.8,71.8,473.0,6.12,49.6,1.7,4.22,5.89,106.1,18.72,4.02,6.6,95.0
7.26,109.9,1.89,14.8,23.2,452.0,5.28,22.7,1.62,3.86,7.07,230.6,11.79,3.62,3.2,92.95
4.9,101.5,4.45,24.2,74.0,515.0,8.7,31.9,1.68,1.85,6.59,121.0,18.63,3.06,5.5,95.0
4.9,106.9,3.37,27.4,59.2,597.0,9.42,41.1,0.91,9.94,6.85,148.4,9.09,3.72,6.7,95.0
6.15,139.9,3.9,51.7,31.4,656.0,9.09,76.3,0.65,5.35,6.67,138.8,19.63,2.27,4.7,46.6
6.37,131.3,1.32,23.5,74.2,589.0,7.06,65.6,1.19,9.46,3.55,196.5,19.4,0.89,9.1,55.23
6.32,134.2,4.06,11.6,39.6,594.0,7.53,56.1,1.22,6.17,7.37,203.4,18.72,4.39,6.5,54.97
4.37,136.9,2.24,49.0,30.1,766.0,9.02,46.4,1.44,8.82,5.59,206.6,11.03,3.18,9.2,40.0
7.51,107.0,4.22,53.4,39.1,730.0,9.57,46.8,0.64,6.42,7.99,110.9,15.31,1.21,2.9,95.0
5.06,104.9,3.04,34.6,77.7,677.0,9.63,59.2,0.56,6.83,4.01,111.4,3.87,4.49,1.2,95.0
4.52,101.7,2.1,24.2,65.2,130.0,8.14,63.2,1.62,9.56,5.73,226.6,16.79,4.69,3.7,77.46
7.55,131.5,4.81,48.6,75.0,568.0,5.15,48.6,1.46,7.86,7.74,211.3,12.79,2.11,9.3,95.0
7.82,124.0,4.06,10.4,37.9,418.0,5.88,67.9,0.83,2.6,4.12,228.5,8.48,3.02,8.4,95.0
7.45,101.8,4.94,56.2,24.9,532.0,5.6,51.5,1.76,6.92,7.38,196.9,19.6,4.19,6.4,95.0
7.24,108.8,2.46,53.3,53.8,580.0,5.04,50.9,1.02,4.05,7.83,108.1,3.96,3.45,6.9,95.0
6.62,115.3,3.6,37.2,49.0,600.0,5.5,58.9,1.22,4.66,5.94,196.2,17.49,2.1,9.2,95.0
6.2,116.4,3.45,23.9,63.2,709.0,9.22,67.7,0.69,8.82,2.89,226.5,5.82,0.28,8.5,95.0
4.35,134.4,3.75,11.6,52.6,737.0,8.62,55.8,1.96,8.68,9.43,146.5,16.36,1.92,8.2,41.25
5.63,109.0,1.15,60.0,43.8,525.0,4.26,75.4,1.59,4.18,5.23,115.1,19.99,4.94,1.3,91.7
5.49,135.4,2.17,48.1,20.3,726.0,4.89,72.6,0.86,9.17,8.76,111.5,9.73,1.28,5.7,45.81
5.04,112.1,4.64,26.9,48.1,635.0,9.91,66.2,1.92,5.26,9.17,115.6,17.04,2.87,5.2,95.0
6.89,127.3,2.7,11.0,27.2,242.0,5.36,47.7,1.07,3.57,1.69,113.1,19.55,0.81,9.9,68.55
5.98,136.5,4.84,42.0,75.3,125.0,7.81,56.8,1.14,1.39,4.83,182.6,17.77,2.52,5.5,62.82
4.32,135.4,1.85,59.3,75.3,107.0,5.23,50.4,0.75,3.79,4.71,132.9,8.63,3.45,2.5,40.0
4.88,92.8,4.99,45.4,68.2,511.0,5.4,20.4,1.14,7.9,5.31,105.8,14.98,3.91,1.9,95.0
6.73,100.3,3.79,14.2,29.5,465.0,6.99,59.8,1.96,5.32,2.73,227.4,19.92,3.18,2.0,95.0
4.3,113.8,4.11,30.1,28.8,587.0,6.93,74.9,1.15,2.94,9.42,195.5,1.3,0.3,8.7,95.0
7.4,111.6,2.59,15.5,53.8,690.0,7.88,51.1,1.55,5.29,2.35,223.0,9.35,2.57,4.5,95.0
5.98,122.0,4.63,55.6,63.6,215.0,5.01,30.2,1.97,9.18,2.07,168.7,7.55,2.16,6.1,95.0
5.92,137.2,3.18,26.5,74.3,700.0,5.58,47.6,1.43,3.64,3.28,223.1,12.84,1.18,9.2,48.43
6.37,95.6,3.72,46.7,73.6,169.0,7.74,20.2,0.93,7.19,1.72,199.7,19.41,4.24,9.8,95.0
7.3,112.6,1.38,14.2,29.3,718.0,4.58,64.4,1.02,2.19,4.62,204.7,4.75,2.75,9.1,92.79
5.39,99.6,3.53,16.4,79.7,695.0,9.46,60.1,0.85,8.86,3.05,148.3,16.64,3.58,6.0,95.0
6.71,134.7,4.52,44.0,29.4,588.0,5.07,59.1,1.92,5.58,5.3,151.4,10.71,4.6,2.4,74.02
6.26,138.2,1.71,52.2,70.4,310.0,6.63,46.0,1.84,3.57,6.13,231.3,8.25,0.74,3.1,40.0
5.07,113.9,3.95,20.1,55.2,165.0,4.65,43.5,1.45,8.67,5.62,171.8,16.55,4.02,9.1,92.93
7.51,95.2,1.1,30.9,60.7,645.0,8.11,36.4,0.62,2.28,8.98,236.7,17.07,2.81,7.1,95.0
7.19,129.3,4.7,41.0,56.2,253.0,5.96,75.0,1.69,4.18,9.04,161.1,14.6,1.94,2.1,95.0
6.63,124.9,4.93,49.8,72.2,409.0,4.44,42.1,1.73,2.52,6.35,227.0,2.24,4.26,5.3,95.0
7.4,107.7,2.42,41.4,58.2,472.0,7.56,53.3,1.63,8.84,5.75,120.5,17.53,0.0,2.8,95.0
7.47,134.4,1.43,14.8,70.9,580.0,9.88,47.4,0.76,4.94,4.49,129.0,16.86,2.97,1.8,43.51
6.83,138.8,3.63,37.1,29.3,441.0,9.23,59.6,0.92,3.64,7.22,197.9,6.26,3.94,6.8,46.88
7.35,117.9,1.12,54.2,72.0,586.0,8.22,78.9,1.72,8.7,2.93,221.8,12.44,3.06,6.9,95.0
6.79,118.3,2.93,53.4,79.6,670.0,4.08,54.8,1.17,9.13,3.42,169.4,18.25,3.19,2.1,95.0
6.72,104.9,2.09,39.3,59.7,599.0,9.16,44.4,0.86,1.87,5.96,191.9,6.39,4.28,7.0,95.0
6.47,119.2,2.89,59.8,78.6,310.0,9.38,56.4,1.46,6.42,6.43,180.7,8.91,0.24,5.9,95.0
7.01,112.0,1.07,15.3,33.2,726.0,4.23,22.0,1.39,6.0,7.46,135.9,2.5,0.4,6.2,89.72
4.63,105.1,1.21,33.9,69.8,485.0,4.73,74.3,1.28,8.5,9.64,220.9,8.21,4.28,4.0,82.15
7.52,93.4,1.06,48.8,30.1,426.0,6.71,30.1,1.02,5.54,1.44,217.0,8.66,0.87,5.0,95.0
7.49,102.6,3.48,17.1,51.0,503.0,6.41,52.4,1.66,1.83,6.74,155.3,16.96,2.24,1.7,95.0
4.12,99.9,3.24,58.6,59.8,438.0,5.77,42.8,1.35,9.75,5.57,102.2,1.21,0.18,9.3,95.0
7.3,117.1,1.93,27.7,59.6,629.0,5.19,71.0,1.8,5.93,4.53,133.3,10.74,0.86,1.3,95.0
4.52,120.1,3.59,27.5,60.3,394.0,7.29,77.8,1.74,6.72,1.82,101.2,6.66,0.86,5.3,83.7
5.34,120.4,4.54,20.7,39.3,644.0,8.63,23.7,1.91,1.47,7.28,236.3,12.73,4.08,6.4,95.0
6.97,109.4,2.11,24.4,78.4,632.0,9.62,32.4,1.61,8.21,7.62,212.8,2.25,2.3,2.8,95.0
4.64,111.1,4.33,38.9,20.4,294.0,5.81,71.0,0.71,9.14,2.47,210.0,9.22,4.0,9.9,95.0
7.27,131.7,3.65,31.5,57.3,167.0,8.22,47.2,1.05,3.61,7.27,213.9,16.16,1.35,1.4,75.31
7.33,113.8,1.14,19.7,72.0,696.0,8.73,58.0,1.63,3.59,1.32,151.4,4.91,3.61,1.5,90.84
6.03,139.4,2.5,50.5,73.5,218.0,6.87,42.3,0.7,2.83,2.39,112.7,12.2,2.43,3.1,40.0
4.03,112.0,3.03,13.1,63.2,122.0,9.53,52.1,1.52,5.91,2.83,188.3,8.98,2.32,8.0,77.93
5.15,122.5,3.93,51.7,54.5,382.0,4.14,36.0,0.99,1.19,9.69,192.3,9.77,3.71,8.6,95.0
6.47,92.5,2.15,23.7,47.4,278.0,9.4,55.4,0.85,2.15,5.99,168.2,8.16,1.76,3.5,88.42
7.92,122.7,4.93,34.8,47.0,254.0,9.36,46.0,1.32,6.51,5.56,239.0,6.48,1.33,5.6,95.0
6.53,132.6,3.74,29.1,45.5,221.0,4.82,60.9,0.64,5.37,9.83,169.6,3.52,2.6,4.5,64.06
5.04,137.1,2.49,38.5,62.0,624.0,6.64,56.5,1.54,7.7,2.43,155.6,6.27,3.33,8.4,40.0
6.54,139.9,1.39,49.8,63.9,648.0,7.1,28.0,1.11,7.68,9.76,130.4,19.81,0.23,3.4,40.0
